loc_name,loc_region,loc_country,loc_lat,loc_lon,loc_tz_id,loc_localtime_epoch,loc_localtime,astro_sunrise,astro_sunset,astro_moonrise,astro_moonset,astro_moon_phase,astro_moon_illumination,date,hour_time,day_maxtemp_c,day_mintemp_c,day_avgtemp_c,day_condition_text,day_condition_icon,day_condition_code,day_uv,hour_temp_c,hour_temp_f,hour_is_day,hour_wind_mph,hour_wind_kph,hour_wind_degree,hour_wind_dir,hour_pressure_mb,hour_pressure_in,hour_precip_mm,hour_precip_in,hour_humidity,hour_cloud,hour_feelslike_c,hour_feelslike_f,hour_windchill_c,hour_windchill_f,hour_heatindex_c,hour_heatindex_f,hour_dewpoint_c,hour_dewpoint_f,hour_will_it_rain,hour_chance_of_rain,hour_will_it_snow,hour_chance_of_snow,hour_vis_km,hour_vis_miles,hour_gust_mph,hour_gust_kph
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556966,2023-08-20 15:42,07:59 AM,06:01 PM,05:30 AM,03:10 PM,Waning Crescent,13,2023-07-14,2023-07-14 00:00,10.2,4.5,7.5,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,3.0,5.9,42.6,0,2.2,3.6,210,SSW,1024.0,30.23,0.0,0.0,74,0,5.7,42.3,5.7,42.3,5.9,42.6,1.6,34.9,0,0,0,0,10.0,6.0,3.8,6.1
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556966,2023-08-20 15:42,07:59 AM,06:01 PM,05:30 AM,03:10 PM,Waning Crescent,13,2023-07-14,2023-07-14 01:00,10.2,4.5,7.5,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,3.0,5.7,42.3,0,2.7,4.3,232,SW,1024.0,30.23,0.0,0.0,74,8,5.2,41.4,5.2,41.4,5.7,42.3,1.4,34.5,0,0,0,0,10.0,6.0,4.7,7.6
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556966,2023-08-20 15:42,07:59 AM,06:01 PM,05:30 AM,03:10 PM,Waning Crescent,13,2023-07-14,2023-07-14 02:00,10.2,4.5,7.5,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,3.0,5.5,41.9,0,2.7,4.3,246,WSW,1024.0,30.23,0.0,0.0,74,19,4.9,40.8,4.9,40.8,5.5,41.9,1.3,34.3,0,0,0,0,10.0,6.0,4.7,7.6
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556966,2023-08-20 15:42,07:59 AM,06:01 PM,05:30 AM,03:10 PM,Waning Crescent,13,2023-07-14,2023-07-14 03:00,10.2,4.5,7.5,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,3.0,5.4,41.7,0,2.7,4.3,272,W,1024.0,30.23,0.0,0.0,75,3,4.8,40.6,4.8,40.6,5.4,41.7,1.4,34.5,0,0,0,0,10.0,6.0,4.7,7.6
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556966,2023-08-20 15:42,07:59 AM,06:01 PM,05:30 AM,03:10 PM,Waning Crescent,13,2023-07-14,2023-07-14 04:00,10.2,4.5,7.5,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,3.0,5.2,41.4,0,2.9,4.7,296,WNW,1023.0,30.22,0.0,0.0,76,31,4.4,39.9,4.4,39.9,5.2,41.4,1.4,34.5,0,0,0,0,10.0,6.0,5.1,8.3
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556966,2023-08-20 15:42,07:59 AM,06:01 PM,05:30 AM,03:10 PM,Waning Crescent,13,2023-07-14,2023-07-14 05:00,10.2,4.5,7.5,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,3.0,5.0,41.0,0,3.8,6.1,282,WNW,1023.0,30.22,0.0,0.0,78,6,3.7,38.7,3.7,38.7,5.0,41.0,1.5,34.7,0,0,0,0,10.0,6.0,6.5,10.4
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556966,2023-08-20 15:42,07:59 AM,06:01 PM,05:30 AM,03:10 PM,Waning Crescent,13,2023-07-14,2023-07-14 06:00,10.2,4.5,7.5,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,3.0,4.8,40.6,0,3.1,5.0,299,WNW,1023.0,30.21,0.0,0.0,79,4,3.8,38.8,3.8,38.8,4.8,40.6,1.5,34.7,0,0,0,0,10.0,6.0,5.4,8.6
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556966,2023-08-20 15:42,07:59 AM,06:01 PM,05:30 AM,03:10 PM,Waning Crescent,13,2023-07-14,2023-07-14 07:00,10.2,4.5,7.5,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,3.0,4.7,40.5,0,3.8,6.1,307,NW,1023.0,30.22,0.0,0.0,80,5,3.3,37.9,3.3,37.9,4.7,40.5,1.5,34.7,0,0,0,0,10.0,6.0,6.5,10.4
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556966,2023-08-20 15:42,07:59 AM,06:01 PM,05:30 AM,03:10 PM,Waning Crescent,13,2023-07-14,2023-07-14 08:00,10.2,4.5,7.5,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,3.0,4.5,40.1,1,3.6,5.8,309,NW,1024.0,30.23,0.0,0.0,81,4,3.2,37.8,3.2,37.8,4.5,40.1,1.5,34.7,0,0,0,0,10.0,6.0,6.0,9.7
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556966,2023-08-20 15:42,07:59 AM,06:01 PM,05:30 AM,03:10 PM,Waning Crescent,13,2023-07-14,2023-07-14 09:00,10.2,4.5,7.5,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,3.0,5.1,41.2,1,3.1,5.0,312,NW,1024.0,30.24,0.0,0.0,78,7,4.2,39.6,4.2,39.6,5.1,41.2,1.6,34.9,0,0,0,0,10.0,6.0,4.9,7.9
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556966,2023-08-20 15:42,07:59 AM,06:01 PM,05:30 AM,03:10 PM,Waning Crescent,13,2023-07-14,2023-07-14 10:00,10.2,4.5,7.5,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,3.0,6.5,43.7,1,3.6,5.8,326,NNW,1024.0,30.24,0.0,0.0,71,14,5.5,41.9,5.5,41.9,6.5,43.7,1.7,35.1,0,0,0,0,10.0,6.0,4.7,7.6
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556966,2023-08-20 15:42,07:59 AM,06:01 PM,05:30 AM,03:10 PM,Waning Crescent,13,2023-07-14,2023-07-14 11:00,10.2,4.5,7.5,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,3.0,8.3,46.9,1,4.5,7.2,328,NNW,1024.0,30.23,0.0,0.0,67,17,7.2,45.0,7.2,45.0,8.3,46.9,2.6,36.7,0,0,0,0,10.0,6.0,5.1,8.3
