loc_name,loc_region,loc_country,loc_lat,loc_lon,loc_tz_id,loc_localtime_epoch,loc_localtime,astro_sunrise,astro_sunset,astro_moonrise,astro_moonset,astro_moon_phase,astro_moon_illumination,date,hour_time,day_maxtemp_c,day_mintemp_c,day_avgtemp_c,day_condition_text,day_condition_icon,day_condition_code,day_uv,hour_temp_c,hour_temp_f,hour_is_day,hour_wind_mph,hour_wind_kph,hour_wind_degree,hour_wind_dir,hour_pressure_mb,hour_pressure_in,hour_precip_mm,hour_precip_in,hour_humidity,hour_cloud,hour_feelslike_c,hour_feelslike_f,hour_windchill_c,hour_windchill_f,hour_heatindex_c,hour_heatindex_f,hour_dewpoint_c,hour_dewpoint_f,hour_will_it_rain,hour_chance_of_rain,hour_will_it_snow,hour_chance_of_snow,hour_vis_km,hour_vis_miles,hour_gust_mph,hour_gust_kph
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556987,2023-08-20 15:43,07:36 AM,06:22 PM,06:52 AM,04:42 PM,Waning Crescent,5,2023-08-14,2023-08-14 00:00,21.5,9.6,14.8,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,6.0,11.7,53.1,0,9.8,15.8,340,NNW,1019.0,30.08,0.0,0.0,41,3,9.9,49.8,9.9,49.8,11.7,53.1,-1.0,30.2,0,0,0,0,10.0,6.0,16.6,26.6
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556987,2023-08-20 15:43,07:36 AM,06:22 PM,06:52 AM,04:42 PM,Waning Crescent,5,2023-08-14,2023-08-14 01:00,21.5,9.6,14.8,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,6.0,11.4,52.5,0,9.4,15.1,339,NNW,1018.0,30.07,0.0,0.0,41,5,9.7,49.5,9.7,49.5,11.4,52.5,-1.3,29.7,0,0,0,0,10.0,6.0,16.1,25.9
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556987,2023-08-20 15:43,07:36 AM,06:22 PM,06:52 AM,04:42 PM,Waning Crescent,5,2023-08-14,2023-08-14 02:00,21.5,9.6,14.8,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,6.0,11.3,52.3,0,9.4,15.1,337,NNW,1018.0,30.06,0.0,0.0,41,100,9.6,49.3,9.6,49.3,11.3,52.3,-1.3,29.7,0,0,0,0,10.0,6.0,15.9,25.6
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556987,2023-08-20 15:43,07:36 AM,06:22 PM,06:52 AM,04:42 PM,Waning Crescent,5,2023-08-14,2023-08-14 03:00,21.5,9.6,14.8,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,6.0,11.2,52.2,0,8.9,14.4,333,NNW,1018.0,30.06,0.0,0.0,42,35,9.4,48.9,9.4,48.9,11.2,52.2,-1.4,29.5,0,0,0,0,10.0,6.0,15.4,24.8
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556987,2023-08-20 15:43,07:36 AM,06:22 PM,06:52 AM,04:42 PM,Waning Crescent,5,2023-08-14,2023-08-14 04:00,21.5,9.6,14.8,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,6.0,11.0,51.8,0,8.5,13.7,333,NNW,1017.0,30.04,0.0,0.0,42,12,9.3,48.7,9.3,48.7,11.0,51.8,-1.3,29.7,0,0,0,0,10.0,6.0,14.5,23.4
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556987,2023-08-20 15:43,07:36 AM,06:22 PM,06:52 AM,04:42 PM,Waning Crescent,5,2023-08-14,2023-08-14 05:00,21.5,9.6,14.8,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,6.0,10.4,50.7,0,7.6,12.2,329,NNW,1017.0,30.03,0.0,0.0,44,10,8.8,47.8,8.8,47.8,10.4,50.7,-1.3,29.7,0,0,0,0,10.0,6.0,13.9,22.3
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556987,2023-08-20 15:43,07:36 AM,06:22 PM,06:52 AM,04:42 PM,Waning Crescent,5,2023-08-14,2023-08-14 06:00,21.5,9.6,14.8,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,6.0,10.1,50.2,0,7.2,11.5,332,NNW,1017.0,30.03,0.0,0.0,45,3,8.5,47.3,8.5,47.3,10.1,50.2,-1.3,29.7,0,0,0,0,10.0,6.0,13.4,21.6
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556987,2023-08-20 15:43,07:36 AM,06:22 PM,06:52 AM,04:42 PM,Waning Crescent,5,2023-08-14,2023-08-14 07:00,21.5,9.6,14.8,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,6.0,9.8,49.6,0,6.9,11.2,332,NNW,1017.0,30.04,0.0,0.0,46,7,8.2,46.8,8.2,46.8,9.8,49.6,-1.4,29.5,0,0,0,0,10.0,6.0,13.2,21.2
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556987,2023-08-20 15:43,07:36 AM,06:22 PM,06:52 AM,04:42 PM,Waning Crescent,5,2023-08-14,2023-08-14 08:00,21.5,9.6,14.8,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,6.0,9.6,49.3,1,7.6,12.2,332,NNW,1018.0,30.05,0.0,0.0,46,8,7.8,46.0,7.8,46.0,9.6,49.3,-1.4,29.5,0,0,0,0,10.0,6.0,14.5,23.4
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556987,2023-08-20 15:43,07:36 AM,06:22 PM,06:52 AM,04:42 PM,Waning Crescent,5,2023-08-14,2023-08-14 09:00,21.5,9.6,14.8,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,6.0,10.8,51.4,1,7.2,11.5,323,NW,1018.0,30.06,0.0,0.0,43,7,9.3,48.7,9.3,48.7,10.8,51.4,-1.2,29.8,0,0,0,0,10.0,6.0,11.9,19.1
