loc_name,loc_region,loc_country,loc_lat,loc_lon,loc_tz_id,loc_localtime_epoch,loc_localtime,astro_sunrise,astro_sunset,astro_moonrise,astro_moonset,astro_moon_phase,astro_moon_illumination,date,hour_time,day_maxtemp_c,day_mintemp_c,day_avgtemp_c,day_condition_text,day_condition_icon,day_condition_code,day_uv,hour_temp_c,hour_temp_f,hour_is_day,hour_wind_mph,hour_wind_kph,hour_wind_degree,hour_wind_dir,hour_pressure_mb,hour_pressure_in,hour_precip_mm,hour_precip_in,hour_humidity,hour_cloud,hour_feelslike_c,hour_feelslike_f,hour_windchill_c,hour_windchill_f,hour_heatindex_c,hour_heatindex_f,hour_dewpoint_c,hour_dewpoint_f,hour_will_it_rain,hour_chance_of_rain,hour_will_it_snow,hour_chance_of_snow,hour_vis_km,hour_vis_miles,hour_gust_mph,hour_gust_kph
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556985,2023-08-20 15:43,07:45 AM,06:16 PM,11:01 PM,10:21 AM,Waning Gibbous,85,2023-08-05,2023-08-05 00:00,16.0,9.1,12.4,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,5.0,10.9,51.6,0,4.7,7.6,113,ESE,1021.0,30.15,0.0,0.0,59,0,10.2,50.4,10.2,50.4,10.9,51.6,3.4,38.1,0,0,0,0,10.0,6.0,8.9,14.4
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556985,2023-08-20 15:43,07:45 AM,06:16 PM,11:01 PM,10:21 AM,Waning Gibbous,85,2023-08-05,2023-08-05 01:00,16.0,9.1,12.4,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,5.0,10.6,51.1,0,4.7,7.6,109,ESE,1021.0,30.15,0.0,0.0,62,0,9.8,49.6,9.8,49.6,10.6,51.1,3.5,38.3,0,0,0,0,10.0,6.0,8.7,14.0
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556985,2023-08-20 15:43,07:45 AM,06:16 PM,11:01 PM,10:21 AM,Waning Gibbous,85,2023-08-05,2023-08-05 02:00,16.0,9.1,12.4,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,5.0,10.2,50.4,0,4.7,7.6,104,ESE,1021.0,30.16,0.0,0.0,64,0,9.4,48.9,9.4,48.9,10.2,50.4,3.6,38.5,0,0,0,0,10.0,6.0,8.7,14.0
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556985,2023-08-20 15:43,07:45 AM,06:16 PM,11:01 PM,10:21 AM,Waning Gibbous,85,2023-08-05,2023-08-05 03:00,16.0,9.1,12.4,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,5.0,9.9,49.8,0,4.9,7.9,102,ESE,1021.0,30.15,0.0,0.0,65,0,8.9,48.0,8.9,48.0,9.9,49.8,3.7,38.7,0,0,0,0,10.0,6.0,9.2,14.8
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556985,2023-08-20 15:43,07:45 AM,06:16 PM,11:01 PM,10:21 AM,Waning Gibbous,85,2023-08-05,2023-08-05 04:00,16.0,9.1,12.4,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,5.0,9.6,49.3,0,5.1,8.3,92,E,1021.0,30.14,0.0,0.0,68,0,8.5,47.3,8.5,47.3,9.6,49.3,4.1,39.4,0,0,0,0,10.0,6.0,9.6,15.5
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556985,2023-08-20 15:43,07:45 AM,06:16 PM,11:01 PM,10:21 AM,Waning Gibbous,85,2023-08-05,2023-08-05 05:00,16.0,9.1,12.4,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,5.0,9.4,48.9,0,5.4,8.6,98,E,1020.0,30.13,0.0,0.0,71,0,8.2,46.8,8.2,46.8,9.4,48.9,4.5,40.1,0,0,0,0,10.0,6.0,10.1,16.2
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556985,2023-08-20 15:43,07:45 AM,06:16 PM,11:01 PM,10:21 AM,Waning Gibbous,85,2023-08-05,2023-08-05 06:00,16.0,9.1,12.4,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,5.0,9.2,48.6,0,5.8,9.4,96,E,1020.0,30.12,0.0,0.0,73,0,7.8,46.0,7.8,46.0,9.2,48.6,4.6,40.3,0,0,0,0,10.0,6.0,10.7,17.3
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556985,2023-08-20 15:43,07:45 AM,06:16 PM,11:01 PM,10:21 AM,Waning Gibbous,85,2023-08-05,2023-08-05 07:00,16.0,9.1,12.4,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,5.0,9.2,48.6,0,6.0,9.7,88,E,1020.0,30.13,0.0,0.0,73,0,7.7,45.9,7.7,45.9,9.2,48.6,4.7,40.5,0,0,0,0,10.0,6.0,11.2,18.0
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556985,2023-08-20 15:43,07:45 AM,06:16 PM,11:01 PM,10:21 AM,Waning Gibbous,85,2023-08-05,2023-08-05 08:00,16.0,9.1,12.4,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,5.0,9.1,48.4,1,6.7,10.8,80,E,1020.0,30.13,0.0,0.0,73,0,7.4,45.3,7.4,45.3,9.1,48.4,4.5,40.1,0,0,0,0,10.0,6.0,12.3,19.8
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556985,2023-08-20 15:43,07:45 AM,06:16 PM,11:01 PM,10:21 AM,Waning Gibbous,85,2023-08-05,2023-08-05 09:00,16.0,9.1,12.4,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,5.0,10.3,50.5,1,7.6,12.2,73,ENE,1020.0,30.12,0.0,0.0,66,0,8.7,47.7,8.7,47.7,10.3,50.5,4.3,39.7,0,0,0,0,10.0,6.0,11.6,18.7
