loc_name,loc_region,loc_country,loc_lat,loc_lon,loc_tz_id,loc_localtime_epoch,loc_localtime,astro_sunrise,astro_sunset,astro_moonrise,astro_moonset,astro_moon_phase,astro_moon_illumination,date,hour_time,day_maxtemp_c,day_mintemp_c,day_avgtemp_c,day_condition_text,day_condition_icon,day_condition_code,day_uv,hour_temp_c,hour_temp_f,hour_is_day,hour_wind_mph,hour_wind_kph,hour_wind_degree,hour_wind_dir,hour_pressure_mb,hour_pressure_in,hour_precip_mm,hour_precip_in,hour_humidity,hour_cloud,hour_feelslike_c,hour_feelslike_f,hour_windchill_c,hour_windchill_f,hour_heatindex_c,hour_heatindex_f,hour_dewpoint_c,hour_dewpoint_f,hour_will_it_rain,hour_chance_of_rain,hour_will_it_snow,hour_chance_of_snow,hour_vis_km,hour_vis_miles,hour_gust_mph,hour_gust_kph
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556983,2023-08-20 15:43,07:37 AM,06:22 PM,06:10 AM,03:44 PM,Waning Crescent,10,2023-08-13,2023-08-13 00:00,15.1,5.7,9.8,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,4.0,7.1,44.8,0,3.6,5.8,226,SW,1029.0,30.4,0.0,0.0,40,1,6.2,43.2,6.2,43.2,7.1,44.8,-5.5,22.1,0,0,0,0,10.0,6.0,6.5,10.4
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556983,2023-08-20 15:43,07:37 AM,06:22 PM,06:10 AM,03:44 PM,Waning Crescent,10,2023-08-13,2023-08-13 01:00,15.1,5.7,9.8,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,4.0,6.8,44.2,0,3.4,5.4,249,WSW,1029.0,30.39,0.0,0.0,40,0,6.0,42.8,6.0,42.8,6.8,44.2,-5.7,21.7,0,0,0,0,10.0,6.0,6.0,9.7
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556983,2023-08-20 15:43,07:37 AM,06:22 PM,06:10 AM,03:44 PM,Waning Crescent,10,2023-08-13,2023-08-13 02:00,15.1,5.7,9.8,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,4.0,6.5,43.7,0,2.2,3.6,303,WNW,1029.0,30.37,0.0,0.0,41,0,6.4,43.5,6.4,43.5,6.5,43.7,-5.8,21.6,0,0,0,0,10.0,6.0,4.0,6.5
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556983,2023-08-20 15:43,07:37 AM,06:22 PM,06:10 AM,03:44 PM,Waning Crescent,10,2023-08-13,2023-08-13 03:00,15.1,5.7,9.8,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,4.0,6.4,43.5,0,3.1,5.0,207,SSW,1029.0,30.37,0.0,0.0,41,0,5.6,42.1,5.6,42.1,6.4,43.5,-5.9,21.4,0,0,0,0,10.0,6.0,5.8,9.4
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556983,2023-08-20 15:43,07:37 AM,06:22 PM,06:10 AM,03:44 PM,Waning Crescent,10,2023-08-13,2023-08-13 04:00,15.1,5.7,9.8,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,4.0,6.2,43.2,0,1.1,1.8,199,SSW,1028.0,30.35,0.0,0.0,41,0,6.2,43.2,6.2,43.2,6.2,43.2,-5.9,21.4,0,0,0,0,10.0,6.0,2.2,3.6
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556983,2023-08-20 15:43,07:37 AM,06:22 PM,06:10 AM,03:44 PM,Waning Crescent,10,2023-08-13,2023-08-13 05:00,15.1,5.7,9.8,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,4.0,6.0,42.8,0,2.0,3.2,278,W,1028.0,30.35,0.0,0.0,41,0,6.0,42.8,6.0,42.8,6.0,42.8,-6.0,21.2,0,0,0,0,10.0,6.0,3.8,6.1
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556983,2023-08-20 15:43,07:37 AM,06:22 PM,06:10 AM,03:44 PM,Waning Crescent,10,2023-08-13,2023-08-13 06:00,15.1,5.7,9.8,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,4.0,5.9,42.6,0,2.9,4.7,324,NW,1028.0,30.34,0.0,0.0,42,0,5.2,41.4,5.2,41.4,5.8,42.4,-6.0,21.2,0,0,0,0,10.0,6.0,5.6,9.0
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556983,2023-08-20 15:43,07:37 AM,06:22 PM,06:10 AM,03:44 PM,Waning Crescent,10,2023-08-13,2023-08-13 07:00,15.1,5.7,9.8,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,4.0,5.7,42.3,0,3.6,5.8,326,NNW,1028.0,30.35,0.0,0.0,43,32,4.7,40.5,4.7,40.5,5.8,42.4,-5.7,21.7,0,0,0,0,10.0,6.0,6.7,10.8
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556983,2023-08-20 15:43,07:37 AM,06:22 PM,06:10 AM,03:44 PM,Waning Crescent,10,2023-08-13,2023-08-13 08:00,15.1,5.7,9.8,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,4.0,5.7,42.3,1,4.5,7.2,333,NNW,1028.0,30.36,0.0,0.0,44,85,4.2,39.6,4.2,39.6,5.7,42.3,-5.6,21.9,0,0,0,0,10.0,6.0,8.1,13.0
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556983,2023-08-20 15:43,07:37 AM,06:22 PM,06:10 AM,03:44 PM,Waning Crescent,10,2023-08-13,2023-08-13 09:00,15.1,5.7,9.8,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,4.0,6.7,44.1,1,5.1,8.3,342,NNW,1028.0,30.36,0.0,0.0,41,69,5.0,41.0,5.0,41.0,6.7,44.1,-5.5,22.1,0,0,0,0,10.0,6.0,7.6,12.2
