loc_name,loc_region,loc_country,loc_lat,loc_lon,loc_tz_id,loc_localtime_epoch,loc_localtime,astro_sunrise,astro_sunset,astro_moonrise,astro_moonset,astro_moon_phase,astro_moon_illumination,date,hour_time,day_maxtemp_c,day_mintemp_c,day_avgtemp_c,day_condition_text,day_condition_icon,day_condition_code,day_uv,hour_temp_c,hour_temp_f,hour_is_day,hour_wind_mph,hour_wind_kph,hour_wind_degree,hour_wind_dir,hour_pressure_mb,hour_pressure_in,hour_precip_mm,hour_precip_in,hour_humidity,hour_cloud,hour_feelslike_c,hour_feelslike_f,hour_windchill_c,hour_windchill_f,hour_heatindex_c,hour_heatindex_f,hour_dewpoint_c,hour_dewpoint_f,hour_will_it_rain,hour_chance_of_rain,hour_will_it_snow,hour_chance_of_snow,hour_vis_km,hour_vis_miles,hour_gust_mph,hour_gust_kph
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556964,2023-08-20 15:42,08:01 AM,05:59 PM,01:13 AM,12:49 PM,Last Quarter,51,2023-07-10,2023-07-10 00:00,15.6,11.5,13.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,1006,4.0,13.1,55.6,0,3.6,5.8,147,SSE,1018.0,30.05,0.0,0.0,86,39,13.1,55.6,13.1,55.6,13.1,55.6,10.8,51.4,0,0,0,0,10.0,6.0,5.8,9.4
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556964,2023-08-20 15:42,08:01 AM,05:59 PM,01:13 AM,12:49 PM,Last Quarter,51,2023-07-10,2023-07-10 01:00,15.6,11.5,13.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,1006,4.0,13.0,55.4,0,2.9,4.7,180,S,1018.0,30.06,0.0,0.0,87,21,13.2,55.8,13.2,55.8,13.0,55.4,10.9,51.6,0,0,0,0,10.0,6.0,4.7,7.6
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556964,2023-08-20 15:42,08:01 AM,05:59 PM,01:13 AM,12:49 PM,Last Quarter,51,2023-07-10,2023-07-10 02:00,15.6,11.5,13.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,1006,4.0,12.8,55.0,0,3.4,5.4,156,SSE,1018.0,30.05,0.0,0.0,87,51,12.8,55.0,12.8,55.0,12.8,55.0,10.8,51.4,0,0,0,0,10.0,6.0,5.6,9.0
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556964,2023-08-20 15:42,08:01 AM,05:59 PM,01:13 AM,12:49 PM,Last Quarter,51,2023-07-10,2023-07-10 03:00,15.6,11.5,13.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,1006,4.0,12.6,54.7,0,2.7,4.3,173,S,1018.0,30.05,0.0,0.0,88,19,12.9,55.2,12.9,55.2,12.6,54.7,10.7,51.3,0,0,0,0,10.0,6.0,4.5,7.2
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556964,2023-08-20 15:42,08:01 AM,05:59 PM,01:13 AM,12:49 PM,Last Quarter,51,2023-07-10,2023-07-10 04:00,15.6,11.5,13.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,1006,4.0,12.1,53.8,0,4.0,6.5,165,SSE,1018.0,30.05,0.0,0.0,90,20,11.8,53.2,11.8,53.2,12.1,53.8,10.5,50.9,0,0,0,0,10.0,6.0,6.9,11.2
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556964,2023-08-20 15:42,08:01 AM,05:59 PM,01:13 AM,12:49 PM,Last Quarter,51,2023-07-10,2023-07-10 05:00,15.6,11.5,13.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,1006,4.0,12.2,54.0,0,4.3,6.8,149,SSE,1017.0,30.03,0.0,0.0,89,18,11.8,53.2,11.8,53.2,12.2,54.0,10.4,50.7,0,0,0,0,10.0,6.0,6.9,11.2
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556964,2023-08-20 15:42,08:01 AM,05:59 PM,01:13 AM,12:49 PM,Last Quarter,51,2023-07-10,2023-07-10 06:00,15.6,11.5,13.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,1006,4.0,12.2,54.0,0,4.0,6.5,141,SE,1017.0,30.03,0.0,0.0,88,18,11.9,53.4,11.9,53.4,12.2,54.0,10.2,50.4,0,0,0,0,10.0,6.0,6.5,10.4
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556964,2023-08-20 15:42,08:01 AM,05:59 PM,01:13 AM,12:49 PM,Last Quarter,51,2023-07-10,2023-07-10 07:00,15.6,11.5,13.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,1006,4.0,11.9,53.4,0,4.0,6.5,133,SE,1017.0,30.04,0.0,0.0,88,18,11.6,52.9,11.6,52.9,11.9,53.4,10.0,50.0,0,0,0,0,10.0,6.0,6.5,10.4
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556964,2023-08-20 15:42,08:01 AM,05:59 PM,01:13 AM,12:49 PM,Last Quarter,51,2023-07-10,2023-07-10 08:00,15.6,11.5,13.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,1006,4.0,11.5,52.7,0,4.0,6.5,130,SE,1018.0,30.05,0.0,0.0,89,17,11.1,52.0,11.1,52.0,11.5,52.7,9.8,49.6,0,0,0,0,10.0,6.0,6.7,10.8
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556964,2023-08-20 15:42,08:01 AM,05:59 PM,01:13 AM,12:49 PM,Last Quarter,51,2023-07-10,2023-07-10 09:00,15.6,11.5,13.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,1006,4.0,11.8,53.2,1,4.3,6.8,137,SE,1018.0,30.05,0.0,0.0,88,17,11.3,52.3,11.3,52.3,11.8,53.2,9.8,49.6,0,0,0,0,10.0,6.0,6.7,10.8
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556964,2023-08-20 15:42,08:01 AM,05:59 PM,01:13 AM,12:49 PM,Last Quarter,51,2023-07-10,2023-07-10 10:00,15.6,11.5,13.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,1006,4.0,12.9,55.2,1,6.5,10.4,129,SE,1018.0,30.06,0.0,0.0,81,19,12.0,53.6,12.0,53.6,12.9,55.2,9.7,49.5,0,0,0,0,10.0,6.0,8.5,13.7
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556964,2023-08-20 15:42,08:01 AM,05:59 PM,01:13 AM,12:49 PM,Last Quarter,51,2023-07-10,2023-07-10 11:00,15.6,11.5,13.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,1006,4.0,14.2,57.6,1,6.7,10.8,124,SE,1018.0,30.07,0.0,0.0,75,25,13.6,56.5,13.6,56.5,14.2,57.6,9.8,49.6,0,0,0,0,10.0,6.0,7.8,12.6
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556964,2023-08-20 15:42,08:01 AM,05:59 PM,01:13 AM,12:49 PM,Last Quarter,51,2023-07-10,2023-07-10 12:00,15.6,11.5,13.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,1006,4.0,15.0,59.0,1,6.9,11.2,121,ESE,1018.0,30.07,0.0,0.0,70,53,14.5,58.1,14.5,58.1,15.0,59.0,9.6,49.3,0,0,0,0,10.0,6.0,8.1,13.0
