loc_name,loc_region,loc_country,loc_lat,loc_lon,loc_tz_id,loc_localtime_epoch,loc_localtime,astro_sunrise,astro_sunset,astro_moonrise,astro_moonset,astro_moon_phase,astro_moon_illumination,date,hour_time,day_maxtemp_c,day_mintemp_c,day_avgtemp_c,day_condition_text,day_condition_icon,day_condition_code,day_uv,hour_temp_c,hour_temp_f,hour_is_day,hour_wind_mph,hour_wind_kph,hour_wind_degree,hour_wind_dir,hour_pressure_mb,hour_pressure_in,hour_precip_mm,hour_precip_in,hour_humidity,hour_cloud,hour_feelslike_c,hour_feelslike_f,hour_windchill_c,hour_windchill_f,hour_heatindex_c,hour_heatindex_f,hour_dewpoint_c,hour_dewpoint_f,hour_will_it_rain,hour_chance_of_rain,hour_will_it_snow,hour_chance_of_snow,hour_vis_km,hour_vis_miles,hour_gust_mph,hour_gust_kph
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556981,2023-08-20 15:43,07:42 AM,06:18 PM,01:15 AM,11:52 AM,Last Quarter,55,2023-08-08,2023-08-08 00:00,14.1,7.4,10.3,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,3.0,8.3,46.9,0,9.4,15.1,77,ENE,1031.0,30.43,0.0,0.0,70,11,5.8,42.4,5.8,42.4,8.3,46.9,3.1,37.6,0,0,0,0,10.0,6.0,14.5,23.4
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556981,2023-08-20 15:43,07:42 AM,06:18 PM,01:15 AM,11:52 AM,Last Quarter,55,2023-08-08,2023-08-08 01:00,14.1,7.4,10.3,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,3.0,8.2,46.8,0,9.2,14.8,73,ENE,1030.0,30.42,0.0,0.0,72,5,5.7,42.3,5.7,42.3,8.2,46.8,3.4,38.1,0,0,0,0,10.0,6.0,14.1,22.7
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556981,2023-08-20 15:43,07:42 AM,06:18 PM,01:15 AM,11:52 AM,Last Quarter,55,2023-08-08,2023-08-08 02:00,14.1,7.4,10.3,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,3.0,8.0,46.4,0,9.2,14.8,67,ENE,1030.0,30.42,0.0,0.0,73,3,5.5,41.9,5.5,41.9,8.0,46.4,3.6,38.5,0,0,0,0,10.0,6.0,14.1,22.7
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556981,2023-08-20 15:43,07:42 AM,06:18 PM,01:15 AM,11:52 AM,Last Quarter,55,2023-08-08,2023-08-08 03:00,14.1,7.4,10.3,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,3.0,7.9,46.2,0,9.2,14.8,66,ENE,1030.0,30.42,0.0,0.0,75,4,5.3,41.5,5.3,41.5,7.9,46.2,3.7,38.7,0,0,0,0,10.0,6.0,13.9,22.3
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556981,2023-08-20 15:43,07:42 AM,06:18 PM,01:15 AM,11:52 AM,Last Quarter,55,2023-08-08,2023-08-08 04:00,14.1,7.4,10.3,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,3.0,7.6,45.7,0,9.2,14.8,65,ENE,1030.0,30.41,0.0,0.0,76,17,5.0,41.0,5.0,41.0,7.6,45.7,3.7,38.7,0,0,0,0,10.0,6.0,14.1,22.7
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556981,2023-08-20 15:43,07:42 AM,06:18 PM,01:15 AM,11:52 AM,Last Quarter,55,2023-08-08,2023-08-08 05:00,14.1,7.4,10.3,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,3.0,7.5,45.5,0,8.7,14.0,66,ENE,1029.0,30.39,0.0,0.0,78,100,4.9,40.8,4.9,40.8,7.5,45.5,3.9,39.0,0,0,0,0,10.0,6.0,13.4,21.6
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556981,2023-08-20 15:43,07:42 AM,06:18 PM,01:15 AM,11:52 AM,Last Quarter,55,2023-08-08,2023-08-08 06:00,14.1,7.4,10.3,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,3.0,7.4,45.3,0,8.1,13.0,62,ENE,1029.0,30.39,0.0,0.0,79,100,5.0,41.0,5.0,41.0,7.4,45.3,4.1,39.4,0,0,0,0,10.0,6.0,12.3,19.8
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556981,2023-08-20 15:43,07:42 AM,06:18 PM,01:15 AM,11:52 AM,Last Quarter,55,2023-08-08,2023-08-08 07:00,14.1,7.4,10.3,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,3.0,7.4,45.3,0,8.1,13.0,62,ENE,1029.0,30.39,0.0,0.0,81,100,5.0,41.0,5.0,41.0,7.4,45.3,4.3,39.7,0,0,0,0,10.0,6.0,12.3,19.8
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556981,2023-08-20 15:43,07:42 AM,06:18 PM,01:15 AM,11:52 AM,Last Quarter,55,2023-08-08,2023-08-08 08:00,14.1,7.4,10.3,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,3.0,7.4,45.3,1,8.7,14.0,66,ENE,1029.0,30.39,0.0,0.0,82,8,4.8,40.6,4.8,40.6,7.4,45.3,4.4,39.9,0,0,0,0,10.0,6.0,13.4,21.6
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556981,2023-08-20 15:43,07:42 AM,06:18 PM,01:15 AM,11:52 AM,Last Quarter,55,2023-08-08,2023-08-08 09:00,14.1,7.4,10.3,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,1009,3.0,8.3,46.9,1,9.2,14.8,65,ENE,1029.0,30.39,0.0,0.0,78,98,5.8,42.4,5.8,42.4,8.3,46.9,4.7,40.5,0,0,0,0,10.0,6.0,12.8,20.5
