loc_name,loc_region,loc_country,loc_lat,loc_lon,loc_tz_id,loc_localtime_epoch,loc_localtime,astro_sunrise,astro_sunset,astro_moonrise,astro_moonset,astro_moon_phase,astro_moon_illumination,date,hour_time,day_maxtemp_c,day_mintemp_c,day_avgtemp_c,day_condition_text,day_condition_icon,day_condition_code,day_uv,hour_temp_c,hour_temp_f,hour_is_day,hour_wind_mph,hour_wind_kph,hour_wind_degree,hour_wind_dir,hour_pressure_mb,hour_pressure_in,hour_precip_mm,hour_precip_in,hour_humidity,hour_cloud,hour_feelslike_c,hour_feelslike_f,hour_windchill_c,hour_windchill_f,hour_heatindex_c,hour_heatindex_f,hour_dewpoint_c,hour_dewpoint_f,hour_will_it_rain,hour_chance_of_rain,hour_will_it_snow,hour_chance_of_snow,hour_vis_km,hour_vis_miles,hour_gust_mph,hour_gust_kph
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556984,2023-08-20 15:43,07:33 AM,06:24 PM,07:59 AM,06:40 PM,New Moon,0,2023-08-16,2023-08-16 00:00,20.4,16.6,18.2,Patchy light rain with thunder,//cdn.weatherapi.com/weather/64x64/day/386.png,1273,5.0,19.0,66.2,0,8.5,13.7,23,NNE,1009.0,29.79,0.0,0.0,63,11,19.0,66.2,19.0,66.2,19.0,66.2,11.9,53.4,0,0,0,0,10.0,6.0,17.2,27.7
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556984,2023-08-20 15:43,07:33 AM,06:24 PM,07:59 AM,06:40 PM,New Moon,0,2023-08-16,2023-08-16 01:00,20.4,16.6,18.2,Patchy light rain with thunder,//cdn.weatherapi.com/weather/64x64/day/386.png,1273,5.0,19.1,66.4,0,8.7,14.0,18,NNE,1009.0,29.79,0.0,0.0,64,11,19.1,66.4,19.1,66.4,19.1,66.4,12.0,53.6,0,0,0,0,10.0,6.0,17.0,27.4
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556984,2023-08-20 15:43,07:33 AM,06:24 PM,07:59 AM,06:40 PM,New Moon,0,2023-08-16,2023-08-16 02:00,20.4,16.6,18.2,Patchy light rain with thunder,//cdn.weatherapi.com/weather/64x64/day/386.png,1273,5.0,18.8,65.8,0,7.6,12.2,14,NNE,1009.0,29.79,0.0,0.0,65,13,18.8,65.8,18.8,65.8,18.8,65.8,12.2,54.0,0,0,0,0,10.0,6.0,15.0,24.1
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556984,2023-08-20 15:43,07:33 AM,06:24 PM,07:59 AM,06:40 PM,New Moon,0,2023-08-16,2023-08-16 03:00,20.4,16.6,18.2,Patchy light rain with thunder,//cdn.weatherapi.com/weather/64x64/day/386.png,1273,5.0,18.5,65.3,0,6.5,10.4,14,NNE,1008.0,29.78,0.0,0.0,68,27,18.5,65.3,18.5,65.3,18.5,65.3,12.5,54.5,0,0,0,0,10.0,6.0,13.2,21.2
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556984,2023-08-20 15:43,07:33 AM,06:24 PM,07:59 AM,06:40 PM,New Moon,0,2023-08-16,2023-08-16 04:00,20.4,16.6,18.2,Patchy light rain with thunder,//cdn.weatherapi.com/weather/64x64/day/386.png,1273,5.0,18.2,64.8,0,5.8,9.4,19,NNE,1008.0,29.77,0.0,0.0,71,51,18.2,64.8,18.2,64.8,18.2,64.8,12.8,55.0,0,0,0,0,10.0,6.0,12.3,19.8
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556984,2023-08-20 15:43,07:33 AM,06:24 PM,07:59 AM,06:40 PM,New Moon,0,2023-08-16,2023-08-16 05:00,20.4,16.6,18.2,Patchy light rain with thunder,//cdn.weatherapi.com/weather/64x64/day/386.png,1273,5.0,18.3,64.9,0,6.5,10.4,22,NNE,1008.0,29.75,0.0,0.0,72,97,18.3,64.9,18.3,64.9,18.3,64.9,13.2,55.8,0,0,0,0,10.0,6.0,13.4,21.6
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556984,2023-08-20 15:43,07:33 AM,06:24 PM,07:59 AM,06:40 PM,New Moon,0,2023-08-16,2023-08-16 06:00,20.4,16.6,18.2,Patchy light rain with thunder,//cdn.weatherapi.com/weather/64x64/day/386.png,1273,5.0,18.4,65.1,0,5.8,9.4,26,NNE,1008.0,29.76,0.1,0.0,75,85,18.4,65.1,18.4,65.1,18.4,65.1,13.9,57.0,0,0,0,0,10.0,6.0,11.6,18.7
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556984,2023-08-20 15:43,07:33 AM,06:24 PM,07:59 AM,06:40 PM,New Moon,0,2023-08-16,2023-08-16 07:00,20.4,16.6,18.2,Patchy light rain with thunder,//cdn.weatherapi.com/weather/64x64/day/386.png,1273,5.0,17.7,63.9,0,5.1,8.3,53,NE,1008.0,29.76,0.0,0.0,81,47,17.7,63.9,17.7,63.9,17.7,63.9,14.4,57.9,0,0,0,0,10.0,6.0,10.7,17.3
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556984,2023-08-20 15:43,07:33 AM,06:24 PM,07:59 AM,06:40 PM,New Moon,0,2023-08-16,2023-08-16 08:00,20.4,16.6,18.2,Patchy light rain with thunder,//cdn.weatherapi.com/weather/64x64/day/386.png,1273,5.0,17.6,63.7,1,3.1,5.0,73,ENE,1009.0,29.78,0.1,0.0,84,74,17.6,63.7,17.6,63.7,17.6,63.7,14.9,58.8,0,0,0,0,10.0,6.0,6.5,10.4
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556984,2023-08-20 15:43,07:33 AM,06:24 PM,07:59 AM,06:40 PM,New Moon,0,2023-08-16,2023-08-16 09:00,20.4,16.6,18.2,Patchy light rain with thunder,//cdn.weatherapi.com/weather/64x64/day/386.png,1273,5.0,18.0,64.4,1,3.6,5.8,130,SE,1010.0,29.81,0.0,0.0,85,50,18.0,64.4,18.0,64.4,18.0,64.4,15.5,59.9,0,0,0,0,9.0,5.0,6.7,10.8
