loc_name,loc_region,loc_country,loc_lat,loc_lon,loc_tz_id,loc_localtime_epoch,loc_localtime,astro_sunrise,astro_sunset,astro_moonrise,astro_moonset,astro_moon_phase,astro_moon_illumination,date,hour_time,day_maxtemp_c,day_mintemp_c,day_avgtemp_c,day_condition_text,day_condition_icon,day_condition_code,day_uv,hour_temp_c,hour_temp_f,hour_is_day,hour_wind_mph,hour_wind_kph,hour_wind_degree,hour_wind_dir,hour_pressure_mb,hour_pressure_in,hour_precip_mm,hour_precip_in,hour_humidity,hour_cloud,hour_feelslike_c,hour_feelslike_f,hour_windchill_c,hour_windchill_f,hour_heatindex_c,hour_heatindex_f,hour_dewpoint_c,hour_dewpoint_f,hour_will_it_rain,hour_chance_of_rain,hour_will_it_snow,hour_chance_of_snow,hour_vis_km,hour_vis_miles,hour_gust_mph,hour_gust_kph
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556960,2023-08-20 15:42,08:02 AM,05:55 PM,06:02 PM,08:23 AM,Full Moon,100,2023-07-03,2023-07-03 00:00,19.5,14.5,16.4,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,1006,4.0,15.6,60.1,0,11.4,18.4,22,NNE,1015.0,29.98,0.0,0.0,81,26,15.6,60.1,15.6,60.1,15.6,60.1,12.4,54.3,0,0,0,0,10.0,6.0,18.8,30.2
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556960,2023-08-20 15:42,08:02 AM,05:55 PM,06:02 PM,08:23 AM,Full Moon,100,2023-07-03,2023-07-03 01:00,19.5,14.5,16.4,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,1006,4.0,15.5,59.9,0,10.5,16.9,22,NNE,1015.0,29.98,0.0,0.0,82,46,15.5,59.9,15.5,59.9,15.5,59.9,12.5,54.5,0,0,0,0,10.0,6.0,17.2,27.7
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556960,2023-08-20 15:42,08:02 AM,05:55 PM,06:02 PM,08:23 AM,Full Moon,100,2023-07-03,2023-07-03 02:00,19.5,14.5,16.4,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,1006,4.0,15.5,59.9,0,9.4,15.1,18,NNE,1015.0,29.98,0.0,0.0,84,56,15.5,59.9,15.5,59.9,15.5,59.9,12.8,55.0,0,0,0,0,10.0,6.0,15.0,24.1
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556960,2023-08-20 15:42,08:02 AM,05:55 PM,06:02 PM,08:23 AM,Full Moon,100,2023-07-03,2023-07-03 03:00,19.5,14.5,16.4,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,1006,4.0,15.2,59.4,0,7.4,11.9,19,NNE,1015.0,29.98,0.0,0.0,87,85,15.2,59.4,15.2,59.4,15.2,59.4,13.0,55.4,0,0,0,0,10.0,6.0,11.9,19.1
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556960,2023-08-20 15:42,08:02 AM,05:55 PM,06:02 PM,08:23 AM,Full Moon,100,2023-07-03,2023-07-03 04:00,19.5,14.5,16.4,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,1006,4.0,15.1,59.2,0,7.4,11.9,31,NNE,1015.0,29.97,0.0,0.0,88,100,15.1,59.2,15.1,59.2,15.1,59.2,13.0,55.4,0,0,0,0,10.0,6.0,11.9,19.1
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556960,2023-08-20 15:42,08:02 AM,05:55 PM,06:02 PM,08:23 AM,Full Moon,100,2023-07-03,2023-07-03 05:00,19.5,14.5,16.4,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,1006,4.0,15.0,59.0,0,7.6,12.2,30,NNE,1015.0,29.97,0.0,0.0,89,100,14.3,57.7,14.3,57.7,15.0,59.0,13.1,55.6,0,0,0,0,10.0,6.0,12.1,19.4
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556960,2023-08-20 15:42,08:02 AM,05:55 PM,06:02 PM,08:23 AM,Full Moon,100,2023-07-03,2023-07-03 06:00,19.5,14.5,16.4,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,1006,4.0,14.8,58.6,0,8.5,13.7,32,NNE,1015.0,29.96,0.0,0.0,90,45,14.0,57.2,14.0,57.2,14.8,58.6,13.1,55.6,0,0,0,0,10.0,6.0,13.4,21.6
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556960,2023-08-20 15:42,08:02 AM,05:55 PM,06:02 PM,08:23 AM,Full Moon,100,2023-07-03,2023-07-03 07:00,19.5,14.5,16.4,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,1006,4.0,14.7,58.5,0,8.1,13.0,22,NNE,1015.0,29.98,0.0,0.0,90,47,13.9,57.0,13.9,57.0,14.7,58.5,13.0,55.4,0,0,0,0,10.0,6.0,12.5,20.2
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556960,2023-08-20 15:42,08:02 AM,05:55 PM,06:02 PM,08:23 AM,Full Moon,100,2023-07-03,2023-07-03 08:00,19.5,14.5,16.4,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,1006,4.0,14.5,58.1,0,7.2,11.5,23,NNE,1016.0,29.99,0.0,0.0,91,52,13.8,56.8,13.8,56.8,14.5,58.1,13.0,55.4,0,0,0,0,10.0,6.0,11.4,18.4
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556960,2023-08-20 15:42,08:02 AM,05:55 PM,06:02 PM,08:23 AM,Full Moon,100,2023-07-03,2023-07-03 09:00,19.5,14.5,16.4,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,1006,4.0,14.6,58.3,1,7.8,12.6,26,NNE,1015.0,29.98,0.0,0.0,90,46,13.8,56.8,13.8,56.8,14.6,58.3,13.0,55.4,0,0,0,0,10.0,6.0,12.5,20.2
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556960,2023-08-20 15:42,08:02 AM,05:55 PM,06:02 PM,08:23 AM,Full Moon,100,2023-07-03,2023-07-03 10:00,19.5,14.5,16.4,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,1006,4.0,15.0,59.0,1,8.1,13.0,24,NNE,1016.0,29.99,0.0,0.0,88,34,14.3,57.7,14.3,57.7,15.0,59.0,13.0,55.4,0,0,0,0,10.0,6.0,12.5,20.2
