loc_name,loc_region,loc_country,loc_lat,loc_lon,loc_tz_id,loc_localtime_epoch,loc_localtime,astro_sunrise,astro_sunset,astro_moonrise,astro_moonset,astro_moon_phase,astro_moon_illumination,date,hour_time,day_maxtemp_c,day_mintemp_c,day_avgtemp_c,day_condition_text,day_condition_icon,day_condition_code,day_uv,hour_temp_c,hour_temp_f,hour_is_day,hour_wind_mph,hour_wind_kph,hour_wind_degree,hour_wind_dir,hour_pressure_mb,hour_pressure_in,hour_precip_mm,hour_precip_in,hour_humidity,hour_cloud,hour_feelslike_c,hour_feelslike_f,hour_windchill_c,hour_windchill_f,hour_heatindex_c,hour_heatindex_f,hour_dewpoint_c,hour_dewpoint_f,hour_will_it_rain,hour_chance_of_rain,hour_will_it_snow,hour_chance_of_snow,hour_vis_km,hour_vis_miles,hour_gust_mph,hour_gust_kph
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556985,2023-08-20 15:43,07:41 AM,06:19 PM,02:20 AM,12:27 PM,Waning Crescent,44,2023-08-09,2023-08-09 00:00,16.9,9.0,12.8,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,5.0,11.1,52.0,0,7.4,11.9,61,ENE,1025.0,30.26,0.0,0.0,80,4,9.7,49.5,9.7,49.5,11.1,52.0,7.8,46.0,0,0,0,0,10.0,6.0,12.8,20.5
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556985,2023-08-20 15:43,07:41 AM,06:19 PM,02:20 AM,12:27 PM,Waning Crescent,44,2023-08-09,2023-08-09 01:00,16.9,9.0,12.8,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,5.0,10.7,51.3,0,5.8,9.4,63,ENE,1025.0,30.25,0.0,0.0,81,5,9.5,49.1,9.5,49.1,10.7,51.3,7.6,45.7,0,0,0,0,10.0,6.0,10.1,16.2
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556985,2023-08-20 15:43,07:41 AM,06:19 PM,02:20 AM,12:27 PM,Waning Crescent,44,2023-08-09,2023-08-09 02:00,16.9,9.0,12.8,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,5.0,10.2,50.4,0,5.4,8.6,72,ENE,1024.0,30.25,0.0,0.0,84,12,9.1,48.4,9.1,48.4,10.2,50.4,7.5,45.5,0,0,0,0,10.0,6.0,9.4,15.1
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556985,2023-08-20 15:43,07:41 AM,06:19 PM,02:20 AM,12:27 PM,Waning Crescent,44,2023-08-09,2023-08-09 03:00,16.9,9.0,12.8,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,5.0,9.8,49.6,0,5.1,8.3,81,E,1024.0,30.23,0.0,0.0,85,22,8.7,47.7,8.7,47.7,9.8,49.6,7.3,45.1,0,0,0,0,10.0,6.0,8.9,14.4
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556985,2023-08-20 15:43,07:41 AM,06:19 PM,02:20 AM,12:27 PM,Waning Crescent,44,2023-08-09,2023-08-09 04:00,16.9,9.0,12.8,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,5.0,9.5,49.1,0,5.4,8.6,76,ENE,1023.0,30.21,0.0,0.0,86,14,8.3,46.9,8.3,46.9,9.5,49.1,7.3,45.1,0,0,0,0,10.0,6.0,9.4,15.1
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556985,2023-08-20 15:43,07:41 AM,06:19 PM,02:20 AM,12:27 PM,Waning Crescent,44,2023-08-09,2023-08-09 05:00,16.9,9.0,12.8,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,5.0,9.3,48.7,0,6.0,9.7,71,ENE,1022.0,30.19,0.0,0.0,87,16,7.9,46.2,7.9,46.2,9.3,48.7,7.3,45.1,0,0,0,0,10.0,6.0,10.5,16.9
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556985,2023-08-20 15:43,07:41 AM,06:19 PM,02:20 AM,12:27 PM,Waning Crescent,44,2023-08-09,2023-08-09 06:00,16.9,9.0,12.8,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,5.0,9.4,48.9,0,7.2,11.5,68,ENE,1022.0,30.18,0.0,0.0,87,8,7.6,45.7,7.6,45.7,9.4,48.9,7.3,45.1,0,0,0,0,10.0,6.0,12.1,19.4
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556985,2023-08-20 15:43,07:41 AM,06:19 PM,02:20 AM,12:27 PM,Waning Crescent,44,2023-08-09,2023-08-09 07:00,16.9,9.0,12.8,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,5.0,9.3,48.7,0,7.6,12.2,71,ENE,1022.0,30.16,0.0,0.0,88,12,7.4,45.3,7.4,45.3,9.3,48.7,7.5,45.5,0,0,0,0,10.0,6.0,12.8,20.5
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556985,2023-08-20 15:43,07:41 AM,06:19 PM,02:20 AM,12:27 PM,Waning Crescent,44,2023-08-09,2023-08-09 08:00,16.9,9.0,12.8,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,5.0,9.0,48.2,1,4.5,7.2,68,ENE,1022.0,30.18,0.0,0.0,90,16,8.1,46.6,8.1,46.6,9.0,48.2,7.5,45.5,0,0,0,0,10.0,6.0,7.8,12.6
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556985,2023-08-20 15:43,07:41 AM,06:19 PM,02:20 AM,12:27 PM,Waning Crescent,44,2023-08-09,2023-08-09 09:00,16.9,9.0,12.8,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,5.0,10.4,50.7,1,7.6,12.2,73,ENE,1021.0,30.16,0.0,0.0,85,16,8.7,47.7,8.7,47.7,10.4,50.7,7.9,46.2,0,0,0,0,10.0,6.0,11.0,17.6
