loc_name,loc_region,loc_country,loc_lat,loc_lon,loc_tz_id,loc_localtime_epoch,loc_localtime,astro_sunrise,astro_sunset,astro_moonrise,astro_moonset,astro_moon_phase,astro_moon_illumination,date,hour_time,day_maxtemp_c,day_mintemp_c,day_avgtemp_c,day_condition_text,day_condition_icon,day_condition_code,day_uv,hour_temp_c,hour_temp_f,hour_is_day,hour_wind_mph,hour_wind_kph,hour_wind_degree,hour_wind_dir,hour_pressure_mb,hour_pressure_in,hour_precip_mm,hour_precip_in,hour_humidity,hour_cloud,hour_feelslike_c,hour_feelslike_f,hour_windchill_c,hour_windchill_f,hour_heatindex_c,hour_heatindex_f,hour_dewpoint_c,hour_dewpoint_f,hour_will_it_rain,hour_chance_of_rain,hour_will_it_snow,hour_chance_of_snow,hour_vis_km,hour_vis_miles,hour_gust_mph,hour_gust_kph
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556966,2023-08-20 15:42,08:00 AM,06:00 PM,04:27 AM,02:27 PM,Waning Crescent,21,2023-07-13,2023-07-13 00:00,10.7,6.6,8.2,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,1183,3.0,7.9,46.2,0,13.6,22.0,179,S,1018.0,30.05,2.2,0.09,89,100,4.5,40.1,4.5,40.1,7.9,46.2,6.2,43.2,0,0,0,0,9.0,5.0,19.7,31.7
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556966,2023-08-20 15:42,08:00 AM,06:00 PM,04:27 AM,02:27 PM,Waning Crescent,21,2023-07-13,2023-07-13 01:00,10.7,6.6,8.2,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,1183,3.0,7.8,46.0,0,13.0,20.9,180,S,1018.0,30.06,0.6,0.02,89,100,4.5,40.1,4.5,40.1,7.8,46.0,6.1,43.0,0,0,0,0,2.0,1.0,18.8,30.2
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556966,2023-08-20 15:42,08:00 AM,06:00 PM,04:27 AM,02:27 PM,Waning Crescent,21,2023-07-13,2023-07-13 02:00,10.7,6.6,8.2,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,1183,3.0,7.7,45.9,0,12.8,20.5,181,S,1018.0,30.06,0.5,0.02,90,100,4.4,39.9,4.4,39.9,7.7,45.9,6.2,43.2,0,0,0,0,2.0,1.0,17.9,28.8
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556966,2023-08-20 15:42,08:00 AM,06:00 PM,04:27 AM,02:27 PM,Waning Crescent,21,2023-07-13,2023-07-13 03:00,10.7,6.6,8.2,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,1183,3.0,7.5,45.5,0,12.3,19.8,180,S,1018.0,30.07,3.4,0.13,91,100,4.2,39.6,4.2,39.6,7.5,45.5,6.2,43.2,0,0,0,0,7.0,4.0,17.4,28.1
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556966,2023-08-20 15:42,08:00 AM,06:00 PM,04:27 AM,02:27 PM,Waning Crescent,21,2023-07-13,2023-07-13 04:00,10.7,6.6,8.2,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,1183,3.0,7.4,45.3,0,11.4,18.4,186,S,1019.0,30.08,0.7,0.03,91,100,4.3,39.7,4.3,39.7,7.4,45.3,6.1,43.0,0,0,0,0,2.0,1.0,16.1,25.9
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556966,2023-08-20 15:42,08:00 AM,06:00 PM,04:27 AM,02:27 PM,Waning Crescent,21,2023-07-13,2023-07-13 05:00,10.7,6.6,8.2,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,1183,3.0,7.2,45.0,0,11.2,18.0,191,SSW,1018.0,30.07,0.6,0.02,91,99,4.1,39.4,4.1,39.4,7.2,45.0,5.8,42.4,0,0,0,0,2.0,1.0,15.9,25.6
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556966,2023-08-20 15:42,08:00 AM,06:00 PM,04:27 AM,02:27 PM,Waning Crescent,21,2023-07-13,2023-07-13 06:00,10.7,6.6,8.2,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,1183,3.0,6.9,44.4,0,11.2,18.0,191,SSW,1019.0,30.09,1.5,0.06,90,100,3.7,38.7,3.7,38.7,6.9,44.4,5.4,41.7,0,0,0,0,9.0,5.0,16.1,25.9
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556966,2023-08-20 15:42,08:00 AM,06:00 PM,04:27 AM,02:27 PM,Waning Crescent,21,2023-07-13,2023-07-13 07:00,10.7,6.6,8.2,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,1183,3.0,6.9,44.4,0,10.5,16.9,189,S,1020.0,30.11,0.4,0.02,89,100,3.8,38.8,3.8,38.8,6.9,44.4,5.3,41.5,0,0,0,0,2.0,1.0,15.0,24.1
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556966,2023-08-20 15:42,08:00 AM,06:00 PM,04:27 AM,02:27 PM,Waning Crescent,21,2023-07-13,2023-07-13 08:00,10.7,6.6,8.2,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,1183,3.0,6.7,44.1,0,10.1,16.2,189,S,1021.0,30.14,0.4,0.02,89,96,3.7,38.7,3.7,38.7,6.7,44.1,5.1,41.2,0,0,0,0,2.0,1.0,14.3,23.0
Buenos Aires,Distrito Federal,Argentina,-34.63,-58.52,America/Argentina/Buenos_Aires,1692556966,2023-08-20 15:42,08:00 AM,06:00 PM,04:27 AM,02:27 PM,Waning Crescent,21,2023-07-13,2023-07-13 09:00,10.7,6.6,8.2,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,1183,3.0,6.6,43.9,1,9.6,15.5,190,S,1022.0,30.16,2.1,0.08,90,97,3.6,38.5,3.6,38.5,6.6,43.9,5.1,41.2,0,0,0,0,9.0,5.0,13.6,22.0
